-21.22    -68.47  AUCANQUILCHA			Chile-N             Stratovolcano       Pleistocene-Fumarolic
-21.25    -67.75  SAN_AGUSTIN		        Bolivia             Stratovolcano       Holocene?
-21.30    -68.18  OLLAGUE                       Chile-N             Stratovolcano       Holocene?
-21.50    -67.50  CERRO_YUMIA                   Bolivia             Cone                Holocene?
-21.60    -66.88  ESCALA                        Bolivia             Lava_dome           Holocene?
-21.67    -66.50  CERRO_SANTA_ISABELO           Bolivia             Stratovolcano       Holocene?
-21.68    -67.47  CERRO_MOIRO                   Bolivia             Scoria_cone         Holocene?
-21.78    -68.23  CERRO_DEL_AZUFRE              Chile-N             Stratovolcano       Holocene?
-21.88    -68.40  SAN_PEDRO                     Chile-N             Stratovolcanoes     Historical
-21.88    -67.90  CERRO_CHASCON                 Bolivia             Lava_dome           Holocene?
-22.12    -68.15  CHAO                          Chile-N             Lava_dome           Holocene?
-22.20    -68.10  CERRO_TOCONCE                 Chile-N             Stratovolcano       Holocene?
-22.25    -67.42  QUETENA                       Bolivia             Fissure_vent        Holocene?
-22.27    -67.22  UTURUNCO                      Bolivia             Stratovolcano       Holocene
-22.35    -68.03  TATIO                         Chile-N             Hydrothermal_field  Pleistocene-Geysers
-22.43    -67.90  CERROS_DE_TOCORPURIE          Chile-N             Stratovolcano       Holocene
-22.57    -67.87  PUTANA                        Chile-N             Stratovolcano       Historical
-22.73    -67.88  SAIRECABUR                    Chile-N             Stratovolcanoes     Holocene
-22.83    -67.88  LICANCABUR                    Chile-N             Stratovolcano       Holocene
-22.88    -67.58  GUAYAQUES                     Chile-N             Lava_domes          Holocene
-23.00    -67.75  PURICO_COMPLEX                Chile-N             Stratovolcanoes     Holocene
-23.23    -67.65  COLACHI                       Chile-N             Stratovolcano       Holocene
-23.30    -67.62  ACAMARCHI                     Chile-N             Stratovolcano       Holocene
-23.52    -67.67  CERRO_OVERO                   Chile-N             Maar                Holocene?
-23.37    -67.73  LASCÁR                        Chile-N             Stratovolcanoes     Historical
-23.58    -67.70  CHILIQUES                     Chile-N             Stratovolcano       Holocene
-23.75    -67.53  CORDÓN_DE_PUNTAS_NEGRAS       Chile-N             Stratovolcanoes     Holocene
-23.85    -67.62  CORDÓN_CHALVIRI               Chile-N             Stratovolcanoes     Holocene
-23.83    -67.95  CERRO_TUJLE                   Chile-N             Maar                Holocene
-24.18    -68.05  PULAR                         Chile-N             Stratovolcanoes     Holocene
-24.18    -68.25  EL_NEGRILLAR                  Chile-N             Pyroclastic_cones   Holocene?
-24.27    -67.77  ARACAR                        Argentina           Stratovolcano       Uncertain
-24.40    -68.25  SOCOMPA                       Chile-N             Stratovolcano       Radiocarbon
-24.28    -68.60  LA_NEGRILLAR                  Chile-N             Pyroclastic_cones   Holocene?
-24.72    -68.53  LLULLAILLACO                  Chile-N             Stratovolcano       Historical
-24.05    -66.48  CERRO_TUZGLE                  Argentina           Stratovolcano       Holocene?
-25.08    -68.37  CERRO_ESCORIAL                Chile-N             Stratovolcano       Holocene?
-25.17    -68.50  LASTARRIA                     Chile-N             Stratovolcano       Holocene
-25.33    -68.52  CORDÓN_DEL_AZUFRE             Chile-N             Complex_volcano     Holocene
-25.42    -68.58  CERRO_BAYO                    Chile-N             Complex_volcano     Holocene
-25.53    -68.00  ANTOFALLA			Argentina           Stratovolcano       Fumarolic
-26.48    -68.58  SIERRA_NEVADA                 Chile               Complex_volcano     Holocene
-27.12    -68.53  NEVADOS_OJOS_DEL_SALADO       Chile-N             Stratovolcano       Holocene
-27.108   -68.72  EL_SOLO			Chile/Argentina     Stratovolcano       Holocene
-26.08    -67.50  ANTOFAGASTA_DE_LA_SIERRA      Argentina           Scoria_cones        Holocene
-26.62    -68.35  CERRO_EL_CONDOR               Argentina           Stratovolcano       Holocene?
-26.62    -68.15  PEINADO                       Argentina           Stratovolcano       Holocene
-26.77    -67.72  ROBLEDO                       Argentina           Caldera             Holocene
-26.80    -68.37  FALSO_AZUFRE                  Chile-N             Complex_volcano     Holocene?
-27.20    -68.55  TIPAS                         Argentina           Complex_volcano     Holocene
-27.30    -69.13  COPIAPO                       Chile-N             Stratovolcano       Uncertain
-26.27    -80.12  SAN_FÉLIX                     Chile-Is            Shield_volcano      Holocene
-27.15	  -109.38 EASTER_ISLAND			Chile-Is            Shield_volcanoes    Holocene
-33.658   -78.85  ROBINSON_CRUSOE               Chile-Is            Shield_volcanoes    Historical
-33.62    -76.83  UNNAMED                       Chile-Is            Submarine_volcano   Uncertain
-33.40    -69.80  TUPUNGATITO                   Chile-C             Stratovolcano       Historical
-33.782   -69.897 SAN_JOSE                      Chile-C             Stratovolcano       Historical
-34.161   -69.833 MAIPO                         Chile-C             Caldera             Historical
-34.608   -70.295 PALOMO                        Chile-C             Stratovolcano       Holocene
-34.65	  -70.05  CALDERA_DEL_ATUEL		Argentina	    Caldera		Holocene
-34.814   -70.352 TINGUIRIRICA                  Chile-C             Stratovolcano       Historical
-35.24    -70.57  PLANCHÓN-PETEROA              Chile-C             Calderas            Historical
-35.142	  -69.83  INFIERNILLO			Argentina	    Volcanic_field	Radiocarbon
-35.464   -70.80  MONDACA                       Chile-C             Lava_dome           Holocene?
-35.558   -70.496 CALABOZOS                     Chile-C             Caldera             Holocene
-35.58    -70.75  DESCABEZADO_GRANDE            Chile-C             Stratovolcano       Historical
-35.653   -70.761 CERRO_AZUL		        Chile-C             Stratovolcano       Historical
-35.725   -70.808 LOS_HORNITOS                  Chile-C             Cinder_cones        Holocene?
-36.02    -70.58  LAGUNA_DEL_MAULE              Chile-C             Stratovolcanoes     Holocene
-35.989   -70.849 SAN_PEDRO-PELLADO             Chile-C             Stratovolcanoes     Holocene
-36.193   -71.161 NEVADO_DE_LONGAVI             Chile-C             Stratovolcano       Holocene
-36.286   -71.009 LOMAS_BLANCAS                 Chile-C             Stratovolcano       Holocene
-36.45    -70.92  RESAGO	                Chile-C             Cinder_cone         Holocene
-36.42    -69.20  PAYÚN_MATRU		        Argentina           Shield_volcano      Holocene
-36.63    -70.42  DOMUYO,_VOLCAN                Argentina           Stratovolcano       Holocene?
-36.863   -71.377 NEVADOS_DE_CHILLÁN            Chile-C             Stratovolcano       Historical
-36.77	  -69.82  COCHIQUITO_VOLC_GROUP		Argentina           Shield_volcanoes    Holocene
-37.142   -70.03  TROMEN                        Argentina           Stratovolcano       Holocene
-37.55    -69.62  PUESTO_CORTADERAS             Argentina           Pyroclastic_cone    Holocene
-37.406   -71.349 ANTUCO                        Chile-C             Stratovolcano       Historical
-37.85    -71.17  COPAHUE                       Chile-C             Stratovolcano       Historical
-37.92    -71.45  CALLAQUI                      Chile-C             Stratovolcano       Historical
-38.27	  -71.10  LAGUNA_MARIÑAQUI		Chile-C             Cinder_cones        Holocene
-38.31    -71.645 TOLGUACA                      Chile-C             Stratovolcano       Holocene
-38.377   -71.58  LONQUIMAY                     Chile-C             Stratovolcano       Historical
-38.37    -71.08  CERRO_CHAPULUL                Chile-C             Cinder_cone         Holocene?
-38.52    -70.90  TRALIHUE                      Argentina           Stratovolcano       Holocene
-39.02	  -70.37  LAGUNA_BLANCA			Chile-C/Argentina   Volcanic_field	Historical
-38.692   -71.729 LLAIMA                        Chile-C             Stratovolcano       Historical
-38.97    -71.52  SOLLIPULLI                    Chile-C             Caldera             Radiocarbon
-39.20    -71.83  CABURGUA-HUELEMOLLE           Chile-C             Cinder_cones        Tephrochronology
-39.27    -71.70  CERRO-REDONDO                 Chile-C             Cinder_cones        Tephrochronology
-39.42    -71.93  VILLARRICA                    Chile-C             Stratovolcano       Historical
-39.50    -71.70  QUETRUPILLAN                  Chile-C             Caldera             Historical
-39.633   -71.50  LANÍN                         Chile-C             Stratovolcano       Holocene
-39.87    -71.55  HUANQUIHUE_GROUP              Argentina           Pyroclastic_cone    Holocene
-39.928   -72.027 MOCHO-CHOSHUENCO              Chile-C             Stratovolcano       Historical
-40.35    -72.07  CARRÁN-LOS_VENADOS            Chile-C             Pyroclastic_cones   Historical
-40.52    -72.20  CORDÓN_CAULLE                 Chile-C             Fissure_vents       Historical
-40.59    -72.117 PUYEHUE-CORDÓN_CAULLE         Chile-C             Stratovolcano       Holocene
-40.534   -72.038 MENCHECA                      Chile-C             Stratovolcano       Holocene?
-40.77    -71.95  CERRO_PANTOJA                 Chile-C             Stratovolcano       Holocene
-40.771   -72.153 ANTILLANCA_GROUP              Chile-C             Stratovolcanoes     Holocene
-40.969   -72.264 PUNTIGUIDO-CORDÓN_CENIZOS     Chile-C             Stratovolcano       Historical
-41.10    -72.493 OSORNO                        Chile-S             Stratovolcano       Historical
-41.25    -72.27  CAYUTÉ-LA_VIGUERÍA            Chile-S             Pyroclastic_cones   Holocene
-41.326   -72.614 CALBUCO                       Chile-S             Stratovolcano       Historical
-41.40    -72.00  CUERNOS_DEL_DIABLO            Chile-S             Stratovolcano       Holocene
-41.755   -72.396 YATE                          Chile-S             Stratovolcano       Holocene
-41.874   -72.431 HORNOPIRÉN		        Chile-S             Stratovolcano       Holocene
-41.88	  -72.58  APAGADO			Chile-S             Pyroclastic_cone    Holocene
-42.02    -70.18  CRATER_BASALT_VOLC_FIELD	Argentina           Cinder_cones        Holocene
-42.07    -71.65  CERRO_VOLCANICO               Argentina           Cinder_cone         Holocene
-42.377   -72.578 HUEQUI                        Chile-S             Stratovolcano       Historical
-42.78    -72.43  MINCHINMÁVIDA                 Chile-S             Stratovolcano       Historical
-42.833   -72.646 CHAITEN                       Chile-S             Caldera             Holocene
-43.18    -72.80  CORCOVADO                     Chile-S             Stratovolcano       Historical
-43.42    -72.83  YANTELES                      Chile-S             Stratovolcano       Historical
-43.68    -72.50  PALENA_VOLC_GROUP             Chile-S             Cinder_cones        Holocene
-44.08    -72.88  MELIMOYU                      Chile-S             Stratovolcano       Holocene
-44.30    -72.53  PUYUHUAPI                     Chile-S             Cinder_cones        Holocene
-44.67    -73.08  MENTOLAT                      Chile-S             Stratovolcano       Holocene?
-45.10    -73.20  MACA                          Chile-S             Stratovolcano       Holocene
-45.90    -72.97  CERRO_HUDSON                  Chile-S             Stratovolcano       Historical
-47.20    -73.48  ARENALES			Chile-S             Stratovolcano       Historical
-49.02    -73.55  LAUTARO                       Chile-S             Stratovolcano       Historical
-49.358   -73.28  VIEDMA	                Argentina           Subglacial_volcano  Historical
-50.17    -73.83  AGUILERA                      Chile-S             Stratovolcano       Radiocarbon
-50.98    -73.70  RECLUS                        Chile-S             Stratovolcano       Radiocarbon
-52.33    -73.40  MONTE_BURNEY                  Chile-S             Stratovolcano       Historical
-52.00    -70.00  PALEI-AIKE_VOLC_FIELD         Chile-S             Cinder_cones        Anthropology
-54.95    -70.25  FUEGUINO                      Chile-S             Lava_domes          Holocene
17.63     -63.23  SABA                          W_Indies            Stratovolcano       Historical
17.48     -62.95  THE_QUILL                     W_Indies            Stratovolcano       Radiocarbon
17.37     -62.80  LIAMUIGA                      W_Indies            Stratovolcano       Radiocarbon
17.15     -62.58  NEVIS_PEAK                    W_Indies            Stratovolcano       Holocene?
16.72     -62.18  SOUFRIÈRE_HILLS               W_Indies            Stratovolcano       Historical
16.05     -61.67  SOUFRIÈRE_GUADELOUPE          W_Indies            Stratovolcano       Historical
15.62     -61.45  MORNE_AUX_DIABLES             W_Indies            Stratovolcano       Holocene
15.50     -61.42  MORNE_DIABLOTINS              W_Indies            Stratovolcano       Holocene?
15.37     -61.33  MORNE_TROIS_PITONS            W_Indies            Complex_volcano     Radiocarbon
15.33     -61.33  MICOTRIN                      W_Indies            Lava_domes          Historical
15.307    -61.305 MORNE_WATT                    W_Indies            Stratovolcano       Radiocarbon
15.255    -61.341 MORNE_PLAT_PAYS               W_Indies            Stratovolcano       Radiocarbon
14.82     -61.17  PELÉE                         W_Indies            Stratovolcano       Historical
13.83     -61.05  QUALIBOU                      W_Indies            Caldera             Historical
13.33     -61.18  SOUFRIERE_ST._VINCENT         W_Indies            Stratovolcano       Historical
12.30     -61.63  KICK-'EM-JENNY                W_Indies            Submarine_volcano   Historical
12.15     -61.67  ST._CATHERINE                 W_Indies            Stratovolcano       Holocene
64.80     -23.78  SNAEFELLSJÖKULL               Iceland-W           Stratovolcano       Radiocarbon
64.87     -23.25  HELGRINDUR                    Iceland-W           Pyroclastic_cones   Holocene
64.87     -22.23  LJÓSUFJÖLL                    Iceland-W           Fissure_vents       Anthropology
63.67     -23.33  REYKJANESHRYGGUR              Iceland-SW          Submarine_volcanoes Historical
63.88     -22.50  REYKJANES                     Iceland-SW          Crater_rows         Historical
63.93     -22.10  KRISUVIK                      Iceland-SW          Crater_rows         Historical
63.92     -21.83  BRENNISTEINSFJÖLL             Iceland-SW          Crater_rows         Historical
64.18     -21.33  HENGILL                       Iceland-SW          Crater_rows         Radiocarbon
64.03     -20.87  GRIMSNES                      Iceland-SW          Crater_rows         Tephrochronology
64.60     -20.58  PRESTAHNUKUR                  Iceland-SW          Subglacial_volcano  Radiocarbon
64.75     -19.98  HVERAVELLIR                   Iceland-SW          Stratovolcano       Radiocarbon
64.78     -18.92  HOFSJÖKULL                    Iceland-SW          Subglacial_volcano  Holocene
64.63     -19.32  KERLINGARFJOLL                Iceland-SW          Stratovolcano       Holocene
63.43     -20.28  VESTMANNAEYJAR                Iceland-S           Submarine_volcano   Historical
63.63     -19.62  EYJAFJALLAJÖKULL              Iceland-S           Stratovolcano       Historical
63.63     -19.05  KATLA                         Iceland-S           Subglacial_volcano  Historical
63.78     -19.57  TINDFJALLAJÖKULL              Iceland-S           Stratovolcano       Holocene?
63.92     -19.17  TORFAJÖKULL                   Iceland-S           Stratovolcano       Historical
63.92     -19.67  VATNAFJÖLL                    Iceland-S           Fissure_vents       Tephrochronology
63.98     -19.70  HEKLA                         Iceland-S           Stratovolcano       Historical
64.42     -17.33  GRIMSVÖTN                     Iceland-NE          Caldera             Historical
64.48     -17.80  LOKI-FOGRUFJÖLL               Iceland-NE          Subglacial_volcano  Historical
64.63     -17.53  BÁRDARBUNGA                   Iceland-NE          Stratovolcano       Historical
64.73     -17.92  TUNGNAFELLSJÖKULL             Iceland-NE          Stratovolcano       Holocene
64.65     -16.72  KVERKFJÖLL                    Iceland-NE          Stratovolcano       Historical
65.03     -16.75  ASKJA                         Iceland-NE          Stratovolcano       Historical
65.43     -16.65  FREMRINAMUR                   Iceland-NE          Stratovolcano       Tephrochronology
65.73     -16.78  KRAFLA                        Iceland-NE          Caldera             Historical
65.88     -16.83  THEISTAREYKJARBUNGA           Iceland             Shield_volcano      Tephrochronology
66.30     -17.10  TJÖRNES_FRACTURE_ZONE         Iceland-N_of        Submarine_volcano   Historical
64.00     -16.65  ÖRAEFAJÖKULL                  Iceland-SE          Stratovolcano       Historical
64.27     -16.65  ESJUFJÖLL                     Iceland-SE          Stratovolcano       Historical
66.67     -18.50  KOLBEINSEY_RIDGE              Iceland-N_of        Submarine_volcano   Historical
71.08      -8.17  JAN_MAYEN                     Atl-N-Jan_Mayen     Stratovolcano       Historical
88.27     -65.60  UNNAMED                       Arctic_Ocean        Submarine_volcano_? Uncertain
85.58      85.00  UNNAMED                       Arctic_Ocean        Submarine_volcano   Holocene
49.00     -34.50  UNNAMED                       Atlantic-N          Submarine_volcano   Historical
39.95     -25.83  UNNAMED                       Atlantic-N          Submarine_volcano   Uncertain
38.75     -38.08  UNNAMED                       Atlantic-N          Submarine_volcano   Historical
39.711    -31.110 CORVO				Azores		    Stratovolcano       Historical
39.427    -31.212 FLORES                        Azores              Fissure_vent        Radiocarbon
38.593    -28.797 CAPELINHOS                    Azores              Stratovolcano       1958
38.583    -28.717 FAIAL                         Azores              Stratovolcano       Historical
38.592    -28.492 CACHORRO			Azores	 	    Submarine_volcano	Uncertain
38.468    -28.399 PICO                          Azores              Stratovolcano       1718
38.482    -28.259 PICO_FISSURE_VENT             Azores              Fissure_vent        1720
38.708    -28.256 VELAS				Azores	 	    Submarine_volcano	Uncertain
38.650    -28.075 SÃO_JORGE                     Azores              Fissure_vent        1907
38.074    -28.033 VITÓRIA                       Azores              Cinder_cones        Historical
39.026    -27.973 GRACIOSA                      Azores              Stratovolcano       Holocene
38.789    -27.458 SERRETA                       Azores              Submarine_volcano   2000
38.740    -27.316 TERCEIRA                      Azores              Stratovolcano       1761
38.740    -27.316 TERCEIRA_FISSURE_VENT         Azores              Fissure_vent        1761
38.756    -27.224 PICO_ALTO                     Azores              Stratovolcano       Historical
38.41     -27.379 UNNAMED                       Azores              Submarine_volcano   1800
38.48     -27.54  UNNAMED                       Azores              Submarine_volcano   1902
38.217    -26.583 DOM_JOÃO_DE_CASTRO_BANK       Azores              Submarine_volcano   1720
38.167	  -26.050 JOÃO_VALADÃO                  Azores              Submarine_volcano   Uncertain
37.857    -25.865 SABRINA                       Azores              Submarine_volcano   1811
38.14     -26.084 ROASTED_FISH                  Azores              Submarine_volcano   1682
37.855    -25.786 SETE_CIDADES                  Azores              Stratovolcano       1880
37.786    -25.473 PICOS_VOLC_SYSTEM             Azores              Pyroclastic_cones   1652
37.763    -25.474 ÁGUA_DE_PAU                   Azores              Stratovolcano       1564
37.756    -25.407 CONGRO			Azores		    Fissure_vent	Historical
37.764    -25.321 FURNAS                        Azores              Stratovolcano       1630
37.600    -25.866 MONACO_BANK                   Azores              Submarine_volcano   1911
32.73	  -16.97  MADEIRA			Azores		    Shield_volcano      Radiocarbon
28.58     -17.83  LA_PALMA                      Canary_Is           Stratovolcano       Historical
27.73     -18.03  HIERRO                        Canary_Is           Shield_volcano      Historical
28.271    -16.641 TENERIFE                      Canary_Is           Stratovolcano       Historical
28.00     -15.58  GRAN_CANARIA                  Canary_Is           Fissure_vents       Radiocarbon
28.358    -14.02  FUERTEVENTURA                 Canary_Is           Fissure_vents       Holocene
29.03     -13.63  LANZAROTE                     Canary_Is           Fissure_vents       Historical
14.95     -24.35  FOGO                          Cape_Verde_Is       Stratovolcano       Historical
14.85     -24.72  BRAVA                         Cape_Verde_Is       Stratovolcano       Holocene
17.07     -25.17  SANTO_ANTÃO                   Cape_Verde_Is       Stratovolcano       Holocene
16.85     -24.97  SÃO_VICENTE                   Cape_Verde_Is       Stratovolcano       Holocene
 7.00     -21.83  UNNAMED                       Atlantic-C          Submarine_volcano   Uncertain
 4.20     -21.45  UNNAMED                       Atlantic-C          Submarine_volcano   Uncertain
-0.58    -15.83   UNNAMED                       Atlantic-C          Submarine_volcano   Historical
-3.50    -24.50   UNNAMED                       Atlantic-C          Submarine_volcano   Uncertain
-7.95    -14.37   ASCENSION                     Atlantic-S          Stratovolcano       Holocene
-20.514  -29.331  TRINDADE                      Atlantic-S          Stratovolcano       Holocene
-37.092  -12.28   TRISTÃO_DA_CUNHA              Atlantic-S          Stratovolcano       Historical
-37.42	 -12.48	  NIGHTINGALE_ISLAND		UK	            Stratovolcano       Historical
-54.42     3.35   BOUVET                        Atlantic-S          Shield_volcano      Magnetism
-53.93     5.50   THOMPSON_ISLAND               Atlantic-S          Submarine_volcano_? Uncertain
-66.80   163.25   BUCKLE_ISLAND                 Antarctica          Stratovolcano       Historical
-66.42   162.45   YOUNG_ISLAND                  Antarctica          Stratovolcano       Fumarolic
-67.40   164.83   STURGE_ISLAND                 Antarctica          Stratovolcano       Uncertain
-72.67   165.50   PLEIADES,_THE                 Antarctica          Stratovolcano       K-Ar
-73.45   164.58   UNNAMED                       Antarctica          Scoria_cones        Holocene?
-74.35   164.70   MELBOURNE                     Antarctica          Stratovolcano       Tephrochronology
-76.83   163.00   UNNAMED                       Antarctica          Submarine_volcano   Holocene?
-77.53   167.17   EREBUS                        Antarctica          Stratovolcano       Historical
-78.25   163.60   ROYAL_SOCIETY_RANGE           Antarctica          Cinder_cones        Holocene?
-76.05   -136.00  BERLIN                        Antarctica          Shield_volcanoes    Fumarolic
-75.80   -132.33  ANDRUS                        Antarctica          Shield_volcanoes    Holocene?
-77.17   -126.88  WAESCHE                       Antarctica          Shield_volcanoes    Holocene?
-73.43   -126.67  SIPLE                         Antarctica          Shield_volcano      Holocene?
-75.80   -115.83  TONEY_MOUNTAIN                Antarctica          Shield_volcano      Holocene?
-76.28   -112.08  TAKAHE                        Antarctica          Shield_volcano      Ice_Core
-74.33    -99.42  HUDSON_MOUNTAINS              Antarctica          Stratovolcanoes     Uncertain
-68.85    -90.58  PETER_I_ISLAND                Antarctica          Shield_volcano      Holocene
-62.97    -60.65  DECEPTION_ISLAND              Antarctica          Caldera             Historical
-62.10    -57.93  PENGUIN_ISLAND                Antarctica          Stratovolcano       Lichenometry
-62.05    -56.75  BRIDGEMAN_ISLAND              Antarctica          Stratovolcano       Uncertain
-63.58    -55.77  PAULET                        Antarctica          Cinder_cone         Holocene
-65.03    -60.05  SEAL_NUNATAKS_GROUP           Antarctica          Pyroclastic_cones   Historical
-56.25    -72.17  UNNAMED                       Antarctica          Submarine_volcano_? Uncertain
-59.45    -27.37  THULE_ISLANDS                 Antarctica          Stratovolcanoes     Holocene
-59.03    -26.58  BRISTOL_ISLAND                Antarctica          Stratovolcano       Historical
-58.42	  -26.33  MONTAGU_ISLAND		S_Sandwich_Is       Shield_volcano 	Historical
-57.78    -26.45  MICHAEL                       Antarctica          Stratovolcano       Historical
-57.08    -26.72  CANDLEMAS_ISLAND              Antarctica          Stratovolcano       Historical
-56.70    -27.15  HODSON                        Antarctica          Stratovolcano       Holocene
-56.67    -28.13  LESKOV_ISLAND                 Antarctica          Stratovolcano       Fumarolic
-56.30    -27.57  ZAVODOVSKI                    Antarctica          Stratovolcano       Historical
-55.92    -28.08  PROTECTOR_SHOAL               Antarctica          Submarine_volcano   Historical
